title,abstract,id,day,month,year
The effect of virtual reality glasses on pain and patient satisfaction in arteriovenous fistula cannulation procedure.,"To determine the effect of virtual reality glasses intervention on pain, vital signs, and patient satisfaction of hemodialysis patients undergoing AVF catheter puncture. Randomized controlled study. The study was conducted in 60 patients receiving dialysis treatment in the HD unit of a public hospital in Turkey. The data were collected via the ""Patient Identification Form"", ""Visual Analog Scale/VAS"" and ""Hemodynamics Variables Inspection Form"". The patients in the experiment group watched videos through the virtual reality glasses for totally 5 minutes in average, 2 minutes before the AVF cannulation process and 3 minutes during the process. No intervention was applied to the patients in the control group other than the normal nursing interventions in the HD unit. In the intra-group comparisons, the 2nd and 3rd measurement average pain level scores of the patients with in the experimental group were determined to be statistically significantly lower compared to their 1st measurement (p < 0.05); the 3rd measurement average pain level scores of the control group were determined to be statistically significantly lower compared to their 1st and 2nd measurements (p < 0.05). It was determined that the virtual reality glasses decreased the pain that emerges during the AVF cannulation process and increased the patient satisfaction level. It is suggested that the virtual reality glasses should be used by the nurses in the HD unit since it is easily applicable in coping with pain in the patients and since it is an invasive method.",39256013,17,8,2024
A Framework for Multimodal Medical Image Interaction.,"Medical doctors rely on images of the human anatomy, such as magnetic resonance imaging (MRI), to localize regions of interest in the patient during diagnosis and treatment. Despite advances in medical imaging technology, the information conveyance remains unimodal. This visual representation fails to capture the complexity of the real, multisensory interaction with human tissue. However, perceiving multimodal information about the patient's anatomy and disease in real-time is critical for the success of medical procedures and patient outcome. We introduce a Multimodal Medical Image Interaction (MMII) framework to allow medical experts a dynamic, audiovisual interaction with human tissue in three-dimensional space. In a virtual reality environment, the user receives physically informed audiovisual feedback to improve the spatial perception of anatomical structures. MMII uses a model-based sonification approach to generate sounds derived from the geometry and physical properties of tissue, thereby eliminating the need for hand-crafted sound design. Two user studies involving 34 general and nine clinical experts were conducted to evaluate the proposed interaction framework's learnability, usability, and accuracy. Our results showed excellent learnability of audiovisual correspondence as the rate of correct associations significantly improved (p < 0.001) over the course of the study. MMII resulted in superior brain tumor localization accuracy (p < 0.05) compared to conventional medical image interaction. Our findings substantiate the potential of this novel framework to enhance interaction with medical images, for example, during surgical procedures where immediate and precise feedback is needed.",39255140,10,9,2024
Harnessing the therapeutic effects of nature for chronic Pain: A role for immersive virtual reality? A narrative review.,"There is a growing interest in the relationship between nature and pain relief. Evidence from environmental psychology, neuroscience and physiology-based studies point towards analgesic effects of nature being mediated through various cognitive, affective and/or autonomic factors. Being able to harness these therapeutic effects using immersive virtual reality (VR) could help to optimize and improve accessibility of nature-based environments as part of chronic pain management plans. In this narrative review, we present evidence supporting a new theoretical framework for nature-based analgesia and suggest ways for applying this through immersive VR. We provide an overview of the evidence on (1) the therapeutic effects of nature on pain, (2) environmental psychology theory that underpins the health benefits of nature, (3) key mechanistic evidence from nature neuroimaging and physiology-based studies, (4) previous studies that have used VR-based nature in pain research and (5) how to design effective VR interventions that can be used to integrate nature into immersive 360 environments. We have demonstrated how environmental psychology, neuroscience and physiology-based research can be used to form a novel theoretical framework for nature-based analgesia. Using this framework, we identify how key aspects of nature can act as analgesic and how this can be harnessed using immersive VR. Through developing this theoretical framework, we have provided a foundation on which to guide future experimental and clinical studies as well as helping to improve the accessibility of nature for chronic pain patients through immersive VR technologies. This review article summarizes key multidisciplinary evidence to help understand how nature exerts beneficial effects on pain processing. The use of this theoretical framework alongside advances in immersive VR technologies provides a springboard for future research and can be used to help develop new nature-based therapeutics using VR.",39254114,10,9,2024
Perception and control of a virtual body in immersive virtual reality for rehabilitation.,"This review explores recent advances in using immersive virtual reality to improve bodily perception and motor control in rehabilitation across musculoskeletal and neurological conditions, examining how virtual reality's unique capabilities can address the challenges of traditional approaches. The potential in this area of the emerging metaverse and the integration of artificial intelligence in virtual reality are discussed. In musculoskeletal rehabilitation, virtual reality shows promise in enhancing motivation, adherence, improving range of motion, and reducing kinesiophobia, particularly postsurgery. For neurological conditions like stroke and spinal cord injury, virtual reality's ability to manipulate bodily perceptions offers significant therapeutic potential, with reported improvements in upper limb function and gait performance. Balance and gait rehabilitation, especially in older adults, have also seen positive outcomes. The integration of virtual reality with brain-computer interfaces presents exciting possibilities for severe speech and motor impairments. Current research is limited by small sample sizes, short intervention durations, and variability in virtual reality systems. Future studies should focus on larger, long-term trials to confirm findings and explore underlying mechanisms. As virtual reality technology advances, its integration into rehabilitation programs could revolutionize treatment approaches, personalizing treatments, facilitating home training, and potentially improving patient outcomes across a wide variety of conditions.",39253749,10,9,2024
Effectiveness of Technological Interventions for Older Adults With Parkinson Disease: Systematic Review.,"Among the older population, Parkinson disease (PD) stands out as a leading contributor to disability. Clinically, the foremost objectives in managing PD involve proactively delaying and preventing disability. Understanding the pivotal role of gait and balance in daily functionality holds substantial clinical significance, signaling imminent disability and prompting a reevaluation of management approaches. A key priority lies in identifying novel and effective interventions for symptoms that substantially contribute to disability. This paper presents a systematic review that critically examines the existing body of literature on the use of technology in the rehabilitation of older patients with PD. By synthesizing current evidence, we aim to provide insights into the state of the field, identify gaps in knowledge, and offer recommendations for future research and clinical practice. A systematic review of the literature was conducted in September 2023 analyzing manuscripts and papers of the last 5 years from the PubMed, Scopus, Embase, Web of Science, and CINAHL databases following PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines. A total of 14 papers were included. The inclusion criteria are as follows: (1) randomized controlled trial, (2) PD in people aged 65 years and older, and (3) use of technology in the rehabilitation training in the older population. A large portion of effective interventions relies on the incorporation of technology, particularly through virtual reality exergames. This technology appears to have effects not only on the cognitive aspect but also on the physical domain. The analysis of the results clearly indicates that, in terms of gait and balance performance, the technological intervention outperforms the traditional approach, irrespective of the specific technology employed. This systematic review seeks to shed light on the evolving landscape of technology-assisted rehabilitation for older individuals with PD. As we delve into the available evidence, we will assess the extent to which technology can serve as a valuable adjunct to conventional therapy, offering new avenues for optimized care and improved outcomes in this growing patient demographic. As we sift through the existing evidence, our goal is to evaluate the potential of technology as a valuable supplement to traditional therapy, presenting fresh opportunities for enhanced care and better outcomes in this expanding patient demographic.",39250193,9,9,2024
Virtual Reality as a Pain Control Adjunct in Orthopedics: A Narrative Review.,"Orthopedic surgeons typically prescribe opioids for postoperative pain management as they are effective in managing pain. However, opioid use can lead to issues such as overdose, prescription excess, inadequate pain management, and addiction. Virtual reality (VR) therapy is an alternative route for postoperative pain management that has grown in popularity over the years. VR therapy involves immersing patients in a virtual 3D experience that is anticipated to alleviate pain. In this review article, we summarized the findings of numerous PubMed studies on the effectiveness of VR therapy for postoperative pain control. VR therapy is beneficial for reducing anxiety, pain, and opioid use after surgical procedures across various specialties. Further studies should explore VR therapy in orthopedic procedures.",39246903,7,8,2024
Effect of video-based interventions on emergence delirium in pediatric patients: a systematic review and meta-analysis of randomized controlled trials.,"Emergence delirium is frequently observed in pediatric patients. With advancements in video-based interventions, such as cartoons, video games, and virtual reality, these modalities may contribute to a reduced incidence of emergency delirium among children. However, robust evidence supporting their efficacy remains necessary. The authors conducted a systematic search across multiple databases, including Embase, MEDLINE, and Cochrane Library, to identify all randomized controlled trials comparing video-based interventions with control treatments in pediatric emergence delirium. Data were aggregated and analyzed using Review Manager 5.4 to evaluate the effectiveness of video-based interventions. The analysis included eight randomized controlled trials comprising 872 children. The intervention group showed a trend toward lower Pediatric Anesthesia Emergence Delirium scores (p = 0.10) and fewer emergence delirium events (p = 0.52). Seven studies demonstrated that video-based interventions significantly reduced preoperative anxiety, as indicated by decreased scores on the modified Yale Pre-operative Anxiety Scale (p < 0.00001). Anesthesia duration did not significantly differ between the intervention and control groups (p = 0.16). Notably, subgroup analyses revealed a significant reduction in Pediatric Anesthesia Emergence Delirium scores among children under seven years of age (p = 0.001). Video-based interventions were linked to lower Pediatric Anesthesia Emergence Delirium scores and a decreased incidence of emergence delirium events. However, these results did not reach statistical significance across the broader sample. Notably, in children under seven, these interventions significantly reduced the scores. III.",39245239,6,9,2024
"Immersive VR movement visualization in patients with hemophilic knee arthropathy: randomized, multicenter, single-blind clinical trial.","To evaluate the efficacy of an immersive movement visualization intervention in patients with hemophilia and hemophilic knee arthropathy. Randomized, single-blind clinical study. Twenty-eight patients with hemophilia were recruited. Patients were randomized to an experimental group (four weeks of immersive movement visualization) and a control group (no intervention). The intensity of pain, pressure pain threshold in the knee, tibialis anterior muscle, lower back level, conditioned pain modulation, range of knee motion, and lower limb functionality were evaluated. There were statistically significant differences in the intergroup effect on knee pain intensity ( F  = 23.71;  p  < 0.001) and lower limb functionality ( F  = 7.11;  p  = 0.003). 42.86% of the patients in the experimental group exhibited changes greater than the minimum detectable change (MDC) in functionality. 39.29% of the patients subject to the intervention experienced changes greater than the MDC in the knee pressure pain threshold. Immersive motion visualization can improve the intensity of joint pain and functionality in patients with hemophilic knee arthropathy. Functionality, pressure pain threshold, and pain intensity improved in those patients who conducted immersive movement visualization.Implications for rehabilitationImmersive visualization of movement significantly improves intensity of joint pain, functionality, pressure pain threshold, joint health, and conditioned pain modulation in patients with hemophilic knee arthropathy.The fact that it is a therapy without potential aversive stimuli makes it a possible access pathway for patients with high levels of kinesiophobia and/or catastrophism.This low-cost, home-based technology allows its use in patients far from hemophilia reference centers or with difficult access to physiotherapy treatments.The immersive visualization of movement influences the democratization of treatment, in accordance with the WHO's Sustainable Development Goal 3 (health and well-being for all).",39244653,8,9,2024
Virtual reality training for radiation safety in cardiac catheterization laboratories - an integrated study.,"The advent of fluoroscopically guided cardiology procedures has greatly improved patient outcomes but has also increased occupational radiation exposure for healthcare professionals, leading to adverse health effects such as radiation-induced cataracts, alopecia, and cancer. This emphasizes the need for effective radiation safety training. Traditional training methods, often based on passive learning, fail to simulate the dynamic catheterization laboratory environment adequately. Virtual Reality (VR) offers a promising alternative by providing immersive, interactive experiences that mimic real-world scenarios without the risks of actual radiation exposure. Our study aims to assess the effectiveness of VR-based radiation safety training compared to traditional methods. We conducted a prospective cohort study involving 48 healthcare professionals in a catheterization lab setting. Participants underwent a 1-hour self-directed VR training session using Virtual Medical Coaching's RadSafe VR software, which simulates real-world clinical scenarios. Pre- and post-intervention radiation dose levels were measured using personal dosimeters at the eye, chest, and pelvis. Knowledge and skills were assessed through tests, and feedback was gathered through surveys and interviews. Statistical analysis revealed significant reductions in radiation exposure across all professional groups after VR training. For cardiologists, the eye dose dropped by 21.88% (from 2.88 mSv to 2.25 mSv), the chest dose decreased by 21.65% (from 4.11 mSv to 3.22 mSv), and the pelvis dose went down by 21.84% (from 2.06 mSv to 1.61 mSv). Perioperative nurses experienced similar reductions, with eye doses decreasing by 14.74% (from 1.56 mSv to 1.33 mSv), chest doses by 26.92% (from 2.6 mSv to 1.9 mSv), and pelvis doses by 26.92% (from 1.3 mSv to 0.95 mSv). Radiographers saw their eye doses reduced by 18.95% (from 0.95 mSv to 0.77 mSv), chest doses by 42.11% (from 1.9 mSv to 1.1 mSv), and pelvis doses by 27.63% (from 0.76 mSv to 0.55 mSv).Participants reported enhanced engagement, improved understanding of radiation safety, and a preference for VR over traditional methods. A cost analysis also demonstrated the economic advantages of VR training, with significant savings in staff time and rental costs compared to traditional methods. Our findings suggest that VR is a highly effective and cost-efficient training tool for radiation safety in healthcare, offering significant benefits over traditional training approaches.",39244378,NA,NA,NA
Hypnosis support in anaesthesia is rarely used in German anaesthesia departments - a nationwide survey among leading physicians of anaesthesia departments.,"The aim of this study was to investigate whether and to what extent perioperative hypnosis and relaxation techniques are used in German anaesthesia departments, what they are, where any difficulties in their application lie and how great the interest in this type of therapy is. Another research question was to find out whether there are specialist areas in which these methods are used more frequently than in other specialist areas. A descriptive survey was conducted by means of a questionnaire in all hospitals with anaesthesia departments in Germany. 1124 questionnaires were sent out by post. The survey period was five months from 27/02/2023 to 31/07/2023. The clinic directors of all anaesthesiology departments in German hospitals were surveyed. 476 departments (42%) responded by pre-paid envelope. Of these, only 39 (8%) use hypnosis and relaxation techniques perioperatively. These are mostly progressive muscle relaxation, hypnotic trance according to Erickson, calming words and suggestions or the use of virtual reality (e.g. using VR-glasses). Hypnosis techniques have been shown in many studies to be effective in increasing patient comfort (less anxiety and stress) and reducing both the need for medication and perioperative pain. The therapy is rarely used in Germany, although once established it can be easily integrated into perioperative procedures. Many departments have shown great interest in the topic. In the interests of patients, a structural change should be considered to promote the use of hypnotic procedures.",39242504,6,9,2024
Feasibility of At-Home Hand Arm Bimanual Intensive Training in Virtual Reality: Case Study.,"This single-participant case study examines the feasibility of using custom virtual reality (VR) gaming software in the home environment for low-dose Hand Arm Bimanual Intensive Training (HABIT). A 10-year-old with right unilateral cerebral palsy participated in this trial. Fine and gross motor skills as well as personal goals for motor outcomes were assessed before and after the intervention using the Box and Blocks Test, Nine-Hole Peg Test, and Canadian Occupational Performance Measure. Movement intensities collected via the VR hardware accelerometers, VR game scores, and task accuracy were recorded via the HABIT-VR software as indices of motor performance. The child and family were instructed to use the HABIT-VR games twice daily for 30 minutes over a 14-day period and asked to record when they used the system. The child used the system and completed the 14-hour, low-dose HABIT-VR intervention across 22 days. There was no change in Box and Blocks Test and Nine-Hole Peg Test scores before and after the intervention. Canadian Occupational Performance Measure scores increased but did not reach the clinically relevant threshold, due to high scores at baseline. Changes in motor task intensities during the use of VR and mastery of the VR bimanual tasks suggested improved motor efficiency. This case study provides preliminary evidence that HABIT-VR is useful for promoting adherence to HABIT activities and for the maintenance of upper extremity motor skills in the home setting.",39241226,6,9,2024
Twelve-month results for a randomized sham-controlled effectiveness trial of an in-home skills-based virtual reality program for chronic low back pain.,"Low-risk, accessible, and long-term effective nonpharmacologic behavioral interventions for chronic low back pain (cLBP) are needed. Pain education and cognitive behavioral therapy (CBT) are recommended first-line treatments, but access is poor, treatment effectiveness is variable, and long-term effectiveness is inconsistent. In-home virtual reality (VR)-delivered therapies might address these shortcomings because therapeutic content can be delivered in a consistent and quality-controlled manner. To determine whether a 56-session, self-administered in-home, Skills-Based VR program for cLBP (RelieVRx) yields long-term reductions in pain intensity and pain interference 12 months posttreatment in a large demographically diverse and clinically severe real-world sample. Participants were 1,093 demographically diverse individuals with self-reported nonmalignant cLBP >3 months duration and average pain intensity and interference scores >4/10. Participants were randomized to Skills-Based VR or active Sham, and data were collected from January 31, 2022 to October 31, 2023. Pretreatment to 12-month posttreatment analyses were conducted. From baseline to 12 months posttreatment, Skills-Based VR reductions for average pain intensity (1.7 ± 2.1) and pain interference (1.9 ± 2.3) were robust and significantly greater than those found for Sham. More than half of Skills-Based VR participants reported at least a 2-point reduction in pain intensity, pain interference, or both at 12 months posttreatment. A standardized, in-home Skills-Based VR therapy is effective for reducing pain intensity and pain interference, and these effects are maintained to 12 months posttreatment.",39239633,4,9,2024
The efficacy of virtual reality-based rehabilitation in improving motor function in patients with stroke: a systematic review and meta-analysis.,"Stroke is a major cause of adult disability, prompting the exploration of innovative rehabilitation methods. Virtual rehabilitation (VR), leveraging technological advances, has gained popularity as a treatment for stroke recovery. The authors conducted a systematic review and meta-analysis of randomized controlled trials (RCTs) published in English within the last decade, adhering to the PRISMA guidelines. The authors searched databases such as Medline/PubMed, and the Cochrane Library using specific search keywords and Medical Subject Headings (MeSH). The methodological quality was assessed using the PEDro scale, focusing on RCTs involving adult stroke patients undergoing VR rehabilitation, with outcomes related to motor function and quality of life. The authors included 15 studies in our meta-analysis. VR rehabilitation offers several advantages over traditional therapy, such as enhanced feedback and increased patient motivation. Engaging VR environments helps improve focus during treatment, potentially boosting recovery from post-stroke impairments. VR therapies significantly benefit motor function, which can improve activities of daily living and overall quality of life. VR has demonstrated efficacy in improving motor function and quality of life for stroke survivors. Future research should explore patient variability and refine intervention methods. Incorporating VR into rehabilitation programs could optimize stroke recovery outcomes.",39238962,2,8,2024
Therapist perspectives on telehealth-based virtual reality exposure therapy.,"Virtual reality (VR) can enhance mental health care. In particular, the effectiveness of VR-based exposure therapy (VRET) has been well-demonstrated for treatment of anxiety disorders. However, most applications of VRET remain localized to clinic spaces. We aimed to explore mental health therapists' perceptions of telehealth-based VRET (tele-VRET) by conducting semi-structured, qualitative interviews with 18 telemental health therapists between October and December 2022. Interview topics included telehealth experiences, exposure therapy over telehealth, previous experiences with VR, and perspectives on tele-VRET. Therapists described how telehealth reduced barriers (88.9%, 16/18), enhanced therapy (61.1%, 11/18), and improved access to clients (38.9%, 7/18), but entailed problems with technology (61.1%, 11/18), uncontrolled settings (55.6%, 10/18), and communication difficulties (50%, 9/18). Therapists adapted exposure therapy to telehealth by using online resources (66.7%, 12/18), preparing client expectations (55.6%, 10/18), and adjusting workflows (27.8%, 5/18). Most therapists had used VR before (72.2%, 13/18) and had positive impressions of VR (55.6%, 10/18), but none had used VR clinically. In response to tele-VRET, therapists requested interactive session activities (77.8%, 14/18) and customizable interventions components (55.6%, 10/18). Concerns about tele-VRET included risks with certain clients (77.8%, 14/18), costs (50%, 9/18), side effects and privacy (22.2%, 4/18), and inappropriateness for specific forms of exposure therapy (16.7%, 3/18). These results reveal how combining telehealth and VRET may expand therapeutic options for mental healthcare providers and can help inform collaborative development of immersive health technologies.",39238767,8,3,2024
Enhancing Dynamic Balance and Postural Stability in Stroke Patients: The Impact of Immersive Virtual Reality Training.,"Introduction Stroke is a major neurological event resulting from reduced or blocked blood flow to the brain, leading to significant morbidity. Immediate medical attention is essential to minimize brain damage and improve outcomes since it leads to many clinical deficits like locomotor impairment, instability in postural control, tonic alterations of the affected musculature, and an array of neurological dysfunctions if left unnoticed. Immersive virtual reality (VR) has emerged as a novel therapeutic tool in stroke rehabilitation, offering engaging and realistic environments for therapy. This study aims to evaluate the effectiveness of immersive VR training combined with functional gait exercises in improving dynamic balance and postural stability in stroke patients, compared to VR training alone. Methods This comparative study included 30 subjects from Madha Medical College and Hospital, Chennai, Tamil Nadu, India, divided into two groups. Group A (n=15) received immersive VR combined with functional gait exercises, while Group B (n=15) received immersive VR alone. Subjects were aged 40-60 years with stable blood pressure and a stroke duration of two weeks to six months. The study spanned 12 weeks, with 30-minute sessions on alternate days. Dynamic balance and postural stability were assessed using the Functional Gait Assessment (FGA) and Falls Efficacy Scale (FES). Pre-test and post-test scores were evaluated using parametric tests. Results Post-test mean values showed significant improvements in both groups. Group A demonstrated greater effectiveness, with lower FES scores (mean 36.66 ± 11.12) than Group B (mean 46.66 ± 9.75). FGA scores were higher in Group A (mean 28.00 ± 0.925) compared to Group B (mean 26.06 ± 1.66). Significant differences were observed in pre-test and post-test values within each group, supporting the hypothesis that combined VR and gait exercises offer superior rehabilitation outcomes. Conclusions Immersive VR combined with functional gait exercises significantly improves dynamic balance and postural stability in stroke patients compared to VR alone. This integrated approach can enhance motor function recovery, increase independence, and improve the quality of life. VR's capability to simulate real-life activities and provide immediate feedback allows for personalized rehabilitation programs. Further research is required to validate these findings and optimize VR-based rehabilitation protocols.",39238751,6,8,2024
[Effect of different intervention measures on duration of mechanical ventilation and the length of ICU stay in critically ill patients: a network Meta-analysis].,"To evaluate the effects of different intervention measures on duration of mechanical ventilation and the length of intensive care unit (ICU) stay in critically ill patients using network Meta-analysis. Randomized controlled trial (RCT) on the effects of different intervention measures on duration of mechanical ventilation and the length of ICU stay in critically ill patients were systematically searched in PubMed, Embase, China Biomedical Literature Database, CNKI, and other databases. The search time limit was from the establishment of the database to November 2023. Literature screening, quality assessment, and data extraction were independently conducted by two researchers. Network Meta-analysis was employed to assess the effects of each intervention on duration of mechanical ventilation and the length of ICU stay, and funnel plots were generated. A total of 37 RCTs were included, involving 3 977 severe patients, 2 041 in the intervention group and 1 936 in the control group. Thirteen types of interventions were analyzed, including usual care (UC), early activity (EA), early comprehensive rehabilitation (ECR), early pulmonary rehabilitation (EPR), cluster intervention strategy (CS), sedation, analgesia and cluster nursing (SACN), music therapy (MT), neuromuscular electrical stimulation (NMES), modified education and visitation (MV), virtual reality (VR), auricular point sticking (APS), acupoint acupuncture (AA), and concerted intervention (COR). Network Meta-analysis showed that MV significantly better than COR [standardized mean difference (SMD) = -2.35, 95% confidence interval (95%CI) was -4.30 to -0.39], EPR (SMD = -2.59, 95%CI was -4.81 to -0.37), and UC (SMD = -4.10, 95%CI was -5.71 to -2.49) in improving duration of mechanical ventilation in critically ill patients. COR was significantly better than UC in shortened length of ICU stay (SMD = -5.72, 95%CI was -10.07 to -1.37). The efficacy ranking results showed that for duration of mechanical ventilation, the surface under the cumulative ranking curve (SUCRA) was highest for MV (85.4%) and EA (85.4%), followed by AA (74.9%), NMES (63.1%), ECR (51.7%), CS (48.8%), SACN (34.3%), COR (29.4%), EPR (26.1%), and UC (0.7%). For the length of ICU stay, COR had the highest SUCRA (82.3%), followed by APS (79.7%), MV (77.7%), EPR (68.0%), NMES (57.6%), CS (54.4%), ECR (51.1%), SACN (41.9%), MT (39.8%), EA (39.3%), AA (33.0%), VR (15.4%), and UC (9.8%). The funnel plot results of ICU stay showed that the publication bias between studies were relatively small. MV and COR appear to be effective interventions for reducing mechanical ventilation time and ICU stay in critically ill patients. However, due to the number and quality of included studies, these findings require confirmation through additional high-quality research.",39238411,NA,NA,NA
3D virtual models and augmented reality for radical prostatectomy: a narrative review.,"The increasing popularity of three-dimensional (3D) virtual reconstructions of two-dimensional (2D) imaging in urology has led to significant technological advancements, resulting in the creation of highly accurate 3D virtual models (3DVMs) that faithfully replicate individual anatomical details. This technology enhances surgical reality, providing surgeons with hyper-accurate insights into instantaneous subjective surgical anatomy and improving preoperative surgical planning. In the uro-oncologic field, the utility of 3D virtual reconstruction has been demonstrated in nephron-sparing surgery, impacting surgical strategy and postoperative outcomes in prostate cancer (PCa). The aim of this study is to offer a thorough narrative review of the current state and application of 3D reconstructions and augmented reality (AR) in radical prostatectomy (RP). A non-systematic literature review was conducted using Medline, PubMed, the Cochrane Database, and Embase to gather information on clinical trials, randomized controlled trials, review articles, and prospective and retrospective studies related to 3DVMs and AR in RP. The search strategy followed the PICOS (Patients, Intervention, Comparison, Outcome, Study design) criteria and was performed in January 2024. The adoption of 3D visualization has become widespread, with applications ranging from preoperative planning to intraoperative consultations. The urological community's interest in intraoperative surgical navigation using cognitive, virtual, mixed, and AR during RP is evident in a substantial body of literature, including 16 noteworthy investigations. These studies highlight the varied experiences and benefits of incorporating 3D reconstructions and AR into RP, showcasing improvements in preoperative planning, intraoperative navigation, and real-time decision-making. The integration of 3DVMs and AR technologies in urological oncology, particularly in the context of RP, has shown promising advancements. These technologies provide crucial support in preoperative planning, intraoperative navigation, and real-time decision-making, significantly improving the visualization of complex anatomical structures helping in the nerve sparing (NS) approach modulation and reducing positive surgical margin (PSM) rate. Despite positive outcomes, challenges such as small patient cohorts, lack of standardized methodologies, and concerns about costs and technology adoption persist.",39238344,NA,NA,NA
Intermittent theta burst stimulation of the left dorsolateral prefrontal cortex has no additional effect on the efficacy of virtual reality exposure therapy for acrophobia. A randomized double-blind placebo-controlled study.,"Anxiety disorders are among the most common mental disorders. Treatment guidelines recommend pharmacotherapy and cognitive behavioral therapy as standard treatment. Although cognitive behavioral therapy is an effective therapeutic approach, not all patients benefit sufficiently from it. In recent years, non-invasive brain stimulation techniques, such as transcranial magnetic stimulation, have been investigated as promising adjuncts in the treatment of affective disorders. The aim of this study is to investigate whether a combination of intermittent theta burst stimulation (iTBS) and virtual reality exposure therapy leads to a significantly greater reduction in acrophobia than virtual reality exposure with sham stimulation. In this randomized double-blind placebo-controlled study, 43 participants with acrophobia received verum or sham iTBS over the left dorsolateral prefrontal cortex prior to two sessions of virtual reality exposure therapy. Stimulation of the left dorsolateral prefrontal cortex with iTBS was motivated by an experimental study showing a positive effect on extinction memory retention. Acrophobic symptoms were assessed using questionnaires and two behavioral approach tasks one week before, after treatment and six months after the second diagnostic session. The results showed that two sessions of virtual reality exposure therapy led to a significant reduction in acrophobic symptoms, with an overall remission rate of 79 %. However, there was no additional effect of iTBS of the left dorsolateral prefrontal cortex on the therapeutic effects. Further research is needed to determine how exactly a combination of transcranial magnetic stimulation and exposure therapy should be designed to enhance efficacy.",39236930,3,9,2024
Transorbital Approach Clipping of Middle Cerebral Artery Aneurysm: A Virtual Reality Morphometric Anatomic Study.,"The transorbital approach (TOA) has a unique advantage to the more common lateral approaches as it provides direct access to the anterior middle fossa and medial sylvian fissure (SF) without significant dissection or retraction. However, when to use the TOA for surgical treatment of middle cerebral artery (MCA) aneurysms remains unclear. This study details the feasibility of clipping unruptured MCA aneurysms via the TOA by highlighting the anatomic features that either facilitate or hinder the approach. Virtual reality (VR) models of 25 MCA aneurysms from computed tomography angiograms of actual patients were rendered with the relevant anatomic structures, including the neighboring temporal lobe and SF. TOA was performed on the models in VR and the globe was translated medially and inferiorly, replicating retraction used intraoperatively. Anatomic data, including the area of surgical freedom (AOF) at the aneurysm, were recorded. Trials of aneurysm clipping were conducted in VR and each aneurysm was classified as ""possible"" or ""impossible"" candidates for clipping via TOA. Separately, the relationship between surgical view and SF visualized was analyzed. Sixteen aneurysms were eliminated as candidates for TOA treatment either through VR clip trial and/or because the SF was inaccessible. The remaining 9 (36%) were candidates for TOA. Comparing the details of these 2 aneurysm categories with Mann Whitney U tests, there was a statistically significant difference in the AOF of the TOA approach and the width of the aneurysm dome. A clinical case report is also provided highlighting the VR rehearsal similarity with surgery. Given the minimally invasive, technically challenging approach, the feasibility and safety of TOA for MCA aneurysms must be evaluated before wide clinical adoption. This study identified AOF, aneurysm width, and SF accessibility as three features that may significantly impact the possibility of clipping MCA aneurysms via TOA.",39236805,3,9,2024
Innovative technology-based interventions in Parkinson's disease: A systematic review and meta-analysis.,"Novel technology-based interventions have the potential to improve motor symptoms and gait in Parkinson's disease (PD). Promising treatments include virtual-reality (VR) training, robotic assistance, and biofeedback. Their effectiveness remains unclear, and thus, we conducted a Bayesian network meta-analysis. We searched the Medline, Embase, Cochrane CENTRAL, and Clinicaltrials.gov databases until 2 April 2024 and only included randomized controlled trials. Outcomes included changes in UPDRS-III/MDS-UPDRS-III score, stride length, 10-meter walk test (10MWT), timed up-and-go (TUG) test, balance scale scores and quality-of-life (QoL) scores. Results were reported as mean differences (MD) or standardized mean differences (SMD), with 95% credible intervals (95% CrI). Fifty-one randomized controlled trials with 2095 patients were included. For UPDRS (motor outcome), all interventions had similar efficacies. VR intervention was the most effective in improving TUG compared with control (MD: -4.36, 95% CrI: -8.57, -0.35), outperforming robotic, exercise, and proprioceptive interventions. Proprioceptive intervention significantly improved stride length compared to control intervention (MD: 0.11 m, 95% CrI: 0.03, 0.19), outperforming VR, robotic and exercise interventions. Virtual reality improved balance scale scores significantly compared to exercise intervention (SMD: 0.75, 95% CrI: 0.12, 1.39) and control intervention (SMD: 1.42, 95% CrI: 0.06, 2.77). Virtual reality intervention significantly improved QoL scores compared to control intervention (SMD: -0.95, 95% CrI: -1.43, -0.52), outperforming Internet-based interventions. VR-based and proprioceptive interventions were the most promising interventions, consistently ranking as the top treatment choices for most outcomes. Their use in clinical practice could be helpful in managing motor symptoms and QoL in PD.",39236299,5,9,2024
Editorial: Recent advancements in brain-computer interfaces-based limb rehabilitation.,NA,39234406,21,8,2024
